group_11300	group_11300	1.0	core
group_11299	group_11299	1.0	core
hdeD	hdeD	1.0	core
group_11284	group_11284	1.0	core
group_11283	group_11283	1.0	core
group_11281	group_11281	1.0	core
group_11280	group_11280	1.0	core
group_11279	group_11279	1.0	core
group_11265	group_11265	1.0	core
engB	engB	1.0	core
group_11254	group_11254	1.0	core
group_11253	group_11253	1.0	core
group_11223	group_11223	1.0	core
group_11206	group_11206	1.0	core
group_11192	group_11192	1.0	core
group_11191	group_11191	1.0	core
group_11190	group_11190	1.0	core
group_11171	group_11171	1.0	core
group_11150	group_11150	1.0	core
group_11149	group_11149	1.0	core
group_11112	group_11112	1.0	core
group_11098	group_11098	1.0	core
group_11097	group_11097	1.0	core
group_11096	group_11096	1.0	core
group_11095	group_11095	1.0	core
group_11064	group_11064	1.0	core
group_11062	group_11062	1.0	core
grpE	grpE	1.0	core
group_11041	group_11041	1.0	core
group_10953	group_10953	1.0	core
group_10951	group_10951	1.0	core
group_10950	group_10950	1.0	core
group_10949	group_10949	1.0	core
group_10946	group_10946	1.0	core
group_10876	group_10876	1.0	core
group_10839	group_10839	1.0	core
group_10835	group_10835	1.0	core
group_10834	group_10834	1.0	core
group_10808	group_10808	1.0	core
group_10802	group_10802	1.0	core
group_10801	group_10801	1.0	core
group_10800	group_10800	1.0	core
group_10779	group_10779	1.0	core
group_10778	group_10778	1.0	core
group_10739	group_10739	1.0	core
group_10737	group_10737	1.0	core
group_10719	group_10719	1.0	core
group_10716	group_10716	1.0	core
group_10714	group_10714	1.0	core
group_10707	group_10707	1.0	core
group_10697	group_10697	1.0	core
group_10691	group_10691	1.0	core
group_10673	group_10673	1.0	core
lolD	lolD	1.0	core
group_10599	group_10599	1.0	core
group_10590	group_10590	1.0	core
group_10589	group_10589	1.0	core
group_10565	group_10565	1.0	core
group_10564	group_10564	1.0	core
group_10558	group_10558	1.0	core
group_10557	group_10557	1.0	core
group_10470	group_10470	1.0	core
group_10465	group_10465	1.0	core
group_10435	group_10435	1.0	core
group_10311	group_10311	1.0	core
group_10308	group_10308	1.0	core
group_10269	group_10269	1.0	core
radC	radC	1.0	core
group_10158	group_10158	1.0	core
group_10156	group_10156	1.0	core
group_10150	group_10150	1.0	core
group_10134	group_10134	1.0	core
group_10120	group_10120	1.0	core
group_10113	group_10113	1.0	core
group_10096	group_10096	1.0	core
group_10091	group_10091	1.0	core
group_10058	group_10058	1.0	core
group_10056	group_10056	1.0	core
group_10053	group_10053	1.0	core
group_10051	group_10051	1.0	core
group_10050	group_10050	1.0	core
group_10039	group_10039	1.0	core
group_10007	group_10007	1.0	core
group_9989	group_9989	1.0	core
group_9985	group_9985	1.0	core
group_9947	group_9947	1.0	core
group_9944	group_9944	1.0	core
group_9940	group_9940	1.0	core
fluC	fluC	1.0	core
group_9908	group_9908	1.0	core
group_9899	group_9899	1.0	core
group_9883	group_9883	1.0	core
group_9854	group_9854	1.0	core
group_9823	group_9823	1.0	core
group_9822	group_9822	1.0	core
group_9809	group_9809	1.0	core
group_9769	group_9769	1.0	core
group_9754	group_9754	1.0	core
group_9753	group_9753	1.0	core
group_9746	group_9746	1.0	core
lytB	lytB	1.0	core
group_9735	group_9735	1.0	core
ykoT	ykoT	1.0	core
group_9718	group_9718	1.0	core
group_9712	group_9712	1.0	core
group_9707	group_9707	1.0	core
group_9671	group_9671	1.0	core
group_9647	group_9647	1.0	core
group_9646	group_9646	1.0	core
group_9644	group_9644	1.0	core
group_9636	group_9636	1.0	core
group_9635	group_9635	1.0	core
group_9627	group_9627	1.0	core
group_9614	group_9614	1.0	core
group_9601	group_9601	1.0	core
group_9595	group_9595	1.0	core
group_9593	group_9593	1.0	core
gtrA	gtrA	1.0	core
group_9580	group_9580	1.0	core
group_9579	group_9579	1.0	core
group_9560	group_9560	1.0	core
group_9559	group_9559	1.0	core
group_9558	group_9558	1.0	core
group_9557	group_9557	1.0	core
group_9542	group_9542	1.0	core
group_9509	group_9509	1.0	core
group_9484	group_9484	1.0	core
group_9468	group_9468	1.0	core
group_9466	group_9466	1.0	core
group_9462	group_9462	1.0	core
group_9461	group_9461	1.0	core
group_9459	group_9459	1.0	core
group_9456	group_9456	1.0	core
group_9450	group_9450	1.0	core
group_9440	group_9440	1.0	core
group_9432	group_9432	1.0	core
group_9431	group_9431	1.0	core
group_9429	group_9429	1.0	core
group_9427	group_9427	1.0	core
group_9425	group_9425	1.0	core
group_9413	group_9413	1.0	core
group_9404	group_9404	1.0	core
group_9400	group_9400	1.0	core
group_9399	group_9399	1.0	core
group_9398	group_9398	1.0	core
group_9397	group_9397	1.0	core
group_9382	group_9382	1.0	core
group_9378	group_9378	1.0	core
group_9373	group_9373	1.0	core
group_9370	group_9370	1.0	core
group_9369	group_9369	1.0	core
group_9368	group_9368	1.0	core
group_9363	group_9363	1.0	core
group_9361	group_9361	1.0	core
group_9358	group_9358	1.0	core
group_9357	group_9357	1.0	core
group_9356	group_9356	1.0	core
sbsA	sbsA	1.0	core
group_9351	group_9351	1.0	core
group_9342	group_9342	1.0	core
group_9338	group_9338	1.0	core
group_9337	group_9337	1.0	core
group_9336	group_9336	1.0	core
group_9334	group_9334	1.0	core
group_9323	group_9323	1.0	core
group_9322	group_9322	1.0	core
group_9317	group_9317	1.0	core
group_9301	group_9301	1.0	core
group_9300	group_9300	1.0	core
group_9299	group_9299	1.0	core
group_9298	group_9298	1.0	core
group_9297	group_9297	1.0	core
group_9296	group_9296	1.0	core
sufC	sufC	1.0	core
group_9292	group_9292	1.0	core
group_9287	group_9287	1.0	core
group_9279	group_9279	1.0	core
group_9272	group_9272	1.0	core
group_9261	group_9261	1.0	core
group_9259	group_9259	1.0	core
group_9257	group_9257	1.0	core
group_9253	group_9253	1.0	core
group_9251	group_9251	1.0	core
group_9248	group_9248	1.0	core
group_9247	group_9247	1.0	core
group_9246	group_9246	1.0	core
group_9244	group_9244	1.0	core
group_9243	group_9243	1.0	core
group_9242	group_9242	1.0	core
group_9239	group_9239	1.0	core
group_9237	group_9237	1.0	core
group_9236	group_9236	1.0	core
group_9234	group_9234	1.0	core
group_9232	group_9232	1.0	core
thiS	thiS	1.0	core
group_9223	group_9223	1.0	core
secG	secG	1.0	core
lptE	lptE	1.0	core
group_9222	group_9222	1.0	core
group_9221	group_9221	1.0	core
group_9220	group_9220	1.0	core
group_9219	group_9219	1.0	core
group_9218	group_9218	1.0	core
group_9212	group_9212	1.0	core
group_9210	group_9210	1.0	core
group_9209	group_9209	1.0	core
group_9205	group_9205	1.0	core
group_9199	group_9199	1.0	core
group_9172	group_9172	1.0	core
group_9170	group_9170	1.0	core
group_9169	group_9169	1.0	core
group_9168	group_9168	1.0	core
group_9152	group_9152	1.0	core
group_9151	group_9151	1.0	core
group_9144	group_9144	1.0	core
group_9134	group_9134	1.0	core
group_9132	group_9132	1.0	core
group_9121	group_9121	1.0	core
group_9109	group_9109	1.0	core
group_9108	group_9108	1.0	core
mutL	mutL	1.0	core
group_9097	group_9097	1.0	core
group_9095	group_9095	1.0	core
group_9092	group_9092	1.0	core
group_9091	group_9091	1.0	core
group_9088	group_9088	1.0	core
group_9084	group_9084	1.0	core
tmoS	tmoS	1.0	core
group_9065	group_9065	1.0	core
group_9060	group_9060	1.0	core
group_9051	group_9051	1.0	core
group_9049	group_9049	1.0	core
birA	birA	1.0	core
group_9034	group_9034	1.0	core
group_9033	group_9033	1.0	core
group_9031	group_9031	1.0	core
group_9014	group_9014	1.0	core
sigL	sigL	1.0	core
group_9008	group_9008	1.0	core
group_9001	group_9001	1.0	core
group_8998	group_8998	1.0	core
group_8994	group_8994	1.0	core
group_8992	group_8992	1.0	core
group_8991	group_8991	1.0	core
group_8990	group_8990	1.0	core
group_8989	group_8989	1.0	core
group_8985	group_8985	1.0	core
group_8984	group_8984	1.0	core
group_8983	group_8983	1.0	core
group_8978	group_8978	1.0	core
group_8977	group_8977	1.0	core
group_8975	group_8975	1.0	core
group_8971	group_8971	1.0	core
group_8968	group_8968	1.0	core
group_8962	group_8962	1.0	core
group_8959	group_8959	1.0	core
group_8957	group_8957	1.0	core
group_8955	group_8955	1.0	core
resA	resA	1.0	core
group_8943	group_8943	1.0	core
group_8942	group_8942	1.0	core
group_8941	group_8941	1.0	core
group_8940	group_8940	1.0	core
group_8939	group_8939	1.0	core
tilS	tilS	1.0	core
group_8930	group_8930	1.0	core
group_8924	group_8924	1.0	core
group_8923	group_8923	1.0	core
group_8922	group_8922	1.0	core
group_8921	group_8921	1.0	core
group_8918	group_8918	1.0	core
group_8914	group_8914	1.0	core
group_8909	group_8909	1.0	core
group_8908	group_8908	1.0	core
group_8907	group_8907	1.0	core
group_8903	group_8903	1.0	core
msrA	msrA	1.0	core
group_8895	group_8895	1.0	core
group_8889	group_8889	1.0	core
group_8887	group_8887	1.0	core
group_8881	group_8881	1.0	core
group_8880	group_8880	1.0	core
group_8879	group_8879	1.0	core
group_8870	group_8870	1.0	core
group_8869	group_8869	1.0	core
group_8865	group_8865	1.0	core
mraZ	mraZ	1.0	core
group_8860	group_8860	1.0	core
group_8859	group_8859	1.0	core
group_8854	group_8854	1.0	core
group_8853	group_8853	1.0	core
group_8852	group_8852	1.0	core
group_8851	group_8851	1.0	core
group_8850	group_8850	1.0	core
group_8849	group_8849	1.0	core
comF	comF	1.0	core
group_8848	group_8848	1.0	core
group_8847	group_8847	1.0	core
group_8842	group_8842	1.0	core
group_8841	group_8841	1.0	core
group_8828	group_8828	1.0	core
group_8826	group_8826	1.0	core
group_8824	group_8824	1.0	core
group_8815	group_8815	1.0	core
group_8805	group_8805	1.0	core
group_8801	group_8801	1.0	core
group_8794	group_8794	1.0	core
group_8791	group_8791	1.0	core
group_8790	group_8790	1.0	core
group_8789	group_8789	1.0	core
group_8788	group_8788	1.0	core
hemW	hemW	1.0	core
group_8781	group_8781	1.0	core
group_8775	group_8775	1.0	core
group_8770	group_8770	1.0	core
group_8768	group_8768	1.0	core
group_8760	group_8760	1.0	core
group_8757	group_8757	1.0	core
group_8754	group_8754	1.0	core
group_8744	group_8744	1.0	core
group_8743	group_8743	1.0	core
group_8742	group_8742	1.0	core
group_8740	group_8740	1.0	core
group_8739	group_8739	1.0	core
group_8738	group_8738	1.0	core
group_8732	group_8732	1.0	core
bioD	bioD	1.0	core
group_8729	group_8729	1.0	core
group_8728	group_8728	1.0	core
group_8727	group_8727	1.0	core
group_8725	group_8725	1.0	core
group_8719	group_8719	1.0	core
group_8714	group_8714	1.0	core
group_8713	group_8713	1.0	core
spoU	spoU	1.0	core
group_8711	group_8711	1.0	core
group_8710	group_8710	1.0	core
group_8707	group_8707	1.0	core
group_8705	group_8705	1.0	core
group_8704	group_8704	1.0	core
group_8703	group_8703	1.0	core
group_8702	group_8702	1.0	core
group_8701	group_8701	1.0	core
group_8700	group_8700	1.0	core
group_8695	group_8695	1.0	core
group_8690	group_8690	1.0	core
gldE	gldE	1.0	core
group_8689	group_8689	1.0	core
group_8686	group_8686	1.0	core
group_8684	group_8684	1.0	core
group_8682	group_8682	1.0	core
group_8679	group_8679	1.0	core
group_8670	group_8670	1.0	core
group_8669	group_8669	1.0	core
hydG	hydG	1.0	core
group_8662	group_8662	1.0	core
group_8658	group_8658	1.0	core
group_8656	group_8656	1.0	core
group_8655	group_8655	1.0	core
group_8653	group_8653	1.0	core
group_8652	group_8652	1.0	core
group_8651	group_8651	1.0	core
group_8650	group_8650	1.0	core
group_8649	group_8649	1.0	core
wbqC	wbqC	1.0	core
group_8639	group_8639	1.0	core
group_8635	group_8635	1.0	core
group_8634	group_8634	1.0	core
group_8632	group_8632	1.0	core
group_8631	group_8631	1.0	core
group_8629	group_8629	1.0	core
group_8628	group_8628	1.0	core
group_8623	group_8623	1.0	core
group_8622	group_8622	1.0	core
group_8621	group_8621	1.0	core
group_8620	group_8620	1.0	core
group_8619	group_8619	1.0	core
group_8617	group_8617	1.0	core
group_8616	group_8616	1.0	core
ppiC	ppiC	1.0	core
group_8615	group_8615	1.0	core
group_8613	group_8613	1.0	core
group_8610	group_8610	1.0	core
group_8607	group_8607	1.0	core
group_8606	group_8606	1.0	core
folD	folD	1.0	core
ydfG	ydfG	1.0	core
group_8593	group_8593	1.0	core
group_8592	group_8592	1.0	core
group_8591	group_8591	1.0	core
group_8586	group_8586	1.0	core
group_8585	group_8585	1.0	core
group_8583	group_8583	1.0	core
group_8582	group_8582	1.0	core
group_8581	group_8581	1.0	core
mnmG	mnmG	1.0	core
group_8579	group_8579	1.0	core
group_8578	group_8578	1.0	core
group_8577	group_8577	1.0	core
group_8575	group_8575	1.0	core
group_8574	group_8574	1.0	core
group_8572	group_8572	1.0	core
group_8570	group_8570	1.0	core
group_8569	group_8569	1.0	core
group_8568	group_8568	1.0	core
group_8563	group_8563	1.0	core
group_8562	group_8562	1.0	core
group_8559	group_8559	1.0	core
group_8557	group_8557	1.0	core
group_8550	group_8550	1.0	core
group_8546	group_8546	1.0	core
group_8538	group_8538	1.0	core
group_8536	group_8536	1.0	core
group_8535	group_8535	1.0	core
group_8534	group_8534	1.0	core
group_8530	group_8530	1.0	core
group_8528	group_8528	1.0	core
group_8526	group_8526	1.0	core
group_8525	group_8525	1.0	core
group_8524	group_8524	1.0	core
group_8523	group_8523	1.0	core
group_8519	group_8519	1.0	core
group_8518	group_8518	1.0	core
group_8517	group_8517	1.0	core
group_8516	group_8516	1.0	core
group_8514	group_8514	1.0	core
doxX	doxX	1.0	core
group_8512	group_8512	1.0	core
group_8511	group_8511	1.0	core
group_8510	group_8510	1.0	core
group_8503	group_8503	1.0	core
group_8500	group_8500	1.0	core
group_8499	group_8499	1.0	core
group_8498	group_8498	1.0	core
group_8497	group_8497	1.0	core
group_8495	group_8495	1.0	core
group_8494	group_8494	1.0	core
clpB	clpB	1.0	core
group_8488	group_8488	1.0	core
group_8487	group_8487	1.0	core
group_8484	group_8484	1.0	core
group_8483	group_8483	1.0	core
group_8482	group_8482	1.0	core
group_8477	group_8477	1.0	core
group_8469	group_8469	1.0	core
lptD	lptD	1.0	core
group_8466	group_8466	1.0	core
group_8464	group_8464	1.0	core
group_8462	group_8462	1.0	core
group_8461	group_8461	1.0	core
group_8460	group_8460	1.0	core
group_8455	group_8455	1.0	core
group_8454	group_8454	1.0	core
rsgA	rsgA	1.0	core
group_8450	group_8450	1.0	core
group_8446	group_8446	1.0	core
group_8445	group_8445	1.0	core
group_8443	group_8443	1.0	core
oprM	oprM	1.0	core
group_8437	group_8437	1.0	core
group_8436	group_8436	1.0	core
group_8433	group_8433	1.0	core
group_8428	group_8428	1.0	core
group_8427	group_8427	1.0	core
group_8423	group_8423	1.0	core
group_8421	group_8421	1.0	core
group_8419	group_8419	1.0	core
group_8418	group_8418	1.0	core
group_8416	group_8416	1.0	core
group_8410	group_8410	1.0	core
group_8406	group_8406	1.0	core
group_8405	group_8405	1.0	core
group_8392	group_8392	1.0	core
group_8386	group_8386	1.0	core
group_8383	group_8383	1.0	core
rodA	rodA	1.0	core
group_8381	group_8381	1.0	core
group_8375	group_8375	1.0	core
group_8370	group_8370	1.0	core
group_8369	group_8369	1.0	core
group_8366	group_8366	1.0	core
group_8358	group_8358	1.0	core
group_8357	group_8357	1.0	core
group_8347	group_8347	1.0	core
group_8342	group_8342	1.0	core
group_8340	group_8340	1.0	core
group_8332	group_8332	1.0	core
group_8331	group_8331	1.0	core
group_8330	group_8330	1.0	core
gldA	gldA	1.0	core
group_8328	group_8328	1.0	core
group_8324	group_8324	1.0	core
group_8318	group_8318	1.0	core
group_8316	group_8316	1.0	core
group_8313	group_8313	1.0	core
group_8311	group_8311	1.0	core
group_8309	group_8309	1.0	core
group_8308	group_8308	1.0	core
group_8300	group_8300	1.0	core
group_8298	group_8298	1.0	core
group_8297	group_8297	1.0	core
dnaA	dnaA	1.0	core
group_8288	group_8288	1.0	core
group_8287	group_8287	1.0	core
group_8285	group_8285	1.0	core
group_8284	group_8284	1.0	core
group_8282	group_8282	1.0	core
group_8281	group_8281	1.0	core
group_8279	group_8279	1.0	core
group_8276	group_8276	1.0	core
group_8273	group_8273	1.0	core
group_8257	group_8257	1.0	core
