Row_number	Gene_Name	File_Location
1586	group_5834	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1586
1587	group_5833	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1587
1588	group_5824	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1588
1589	group_5822	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1589
1590	group_5819	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1590
1591	group_5818	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1591
1592	group_5817	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1592
1593	group_5807	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1593
1594	tatC	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1594
1595	group_5792	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1595
1596	group_5791	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1596
1597	group_5788	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1597
1598	group_5786	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1598
1599	group_5785	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1599
1600	group_5755	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1600
1601	group_5754	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1601
1602	group_5745	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1602
1603	group_5744	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1603
1604	group_5741	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1604
1605	group_5739	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1605
1606	group_5738	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1606
1607	uspA	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1607
1608	pfkB	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1608
1609	group_5701	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1609
1610	group_5700	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1610
1611	mreB	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1611
1612	group_5698	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1612
1613	group_5674	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1613
1614	group_5672	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1614
1615	group_5654	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1615
1616	group_5647	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1616
1617	group_5637	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1617
1618	group_5629	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1618
1619	group_5603	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1619
1620	group_5602	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1620
1621	group_5589	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1621
1622	group_5588	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1622
1623	group_5585	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1623
1624	group_5578	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1624
1625	group_5577	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1625
1626	group_5566	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1626
1627	group_5564	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1627
1628	group_5563	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1628
1629	group_5561	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1629
1630	group_5559	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1630
1631	group_5558	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1631
1632	nrnA	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1632
1633	group_5556	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1633
1634	group_5553	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1634
1635	group_5542	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1635
1636	group_5532	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1636
1637	group_5529	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1637
1638	group_5528	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1638
1639	group_5523	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1639
1640	group_5520	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1640
1641	group_5518	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1641
1642	group_5502	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1642
1643	group_5501	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1643
1644	group_5499	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1644
1645	group_5498	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1645
1646	group_5496	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1646
1647	group_5486	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1647
1648	group_5469	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1648
1649	group_5467	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1649
1650	group_5460	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1650
1651	group_5452	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1651
1652	group_5445	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1652
1653	group_5444	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1653
1654	group_5435	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1654
1655	group_5433	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1655
1656	group_5428	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1656
1657	group_5424	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1657
1658	group_5420	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1658
1659	group_5417	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1659
1660	group_5411	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1660
1661	group_5409	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1661
1662	secY	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1662
1663	group_5401	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1663
1664	group_5400	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1664
1665	group_5397	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1665
1666	group_5394	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1666
1667	group_5393	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1667
1668	group_5391	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1668
1669	group_5390	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1669
1670	group_5383	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1670
1671	group_5376	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1671
1672	trmH	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1672
1673	group_5365	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1673
1674	group_5354	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1674
1675	group_5351	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1675
1676	group_5344	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1676
1677	group_5341	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1677
1678	group_5337	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1678
1679	group_5336	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1679
1680	group_5335	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1680
1681	group_5333	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1681
1682	group_5331	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1682
1683	group_5329	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1683
1684	group_5319	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1684
1685	group_5317	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1685
1686	group_5313	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1686
1687	group_5312	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1687
1688	group_5304	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1688
1689	group_5296	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1689
1690	group_5293	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1690
1691	group_5289	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1691
1692	group_5288	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1692
1693	group_5287	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1693
1694	group_5286	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1694
1695	group_5275	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1695
1696	group_5269	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1696
1697	group_5266	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1697
1698	group_5261	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1698
1699	group_5257	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1699
1700	group_5254	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1700
1701	group_5248	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1701
1702	phoU	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1702
1703	group_5241	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1703
1704	group_5229	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1704
1705	group_5228	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1705
1706	group_5227	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1706
1707	group_5218	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1707
1708	group_5215	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1708
1709	group_5214	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1709
1710	group_5212	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1710
1711	group_5208	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1711
1712	group_5191	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1712
1713	group_5181	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1713
1714	group_5180	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1714
1715	group_5171	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1715
1716	group_5170	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1716
1717	group_5161	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1717
1718	group_5158	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1718
1719	group_5151	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1719
1720	group_5150	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1720
1721	group_5129	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1721
1722	group_5125	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1722
1723	group_5089	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1723
1724	group_5088	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1724
1725	group_5086	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1725
1726	group_5085	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1726
1727	group_5058	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1727
1728	group_5050	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1728
1729	group_5047	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1729
1730	group_5045	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1730
1731	group_4980	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1731
1732	group_4974	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1732
1733	group_4971	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1733
1734	group_4967	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1734
1735	copG	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1735
1736	group_4943	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1736
1737	group_4942	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1737
1738	group_4911	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1738
1739	group_4892	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1739
1740	ftsX	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1740
1741	group_4889	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1741
1742	group_4888	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1742
1743	group_4870	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1743
1744	group_4865	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1744
1745	group_4864	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1745
1746	group_4843	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1746
1747	group_4841	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1747
1748	group_4838	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1748
1749	group_4825	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1749
1750	group_4823	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1750
1751	group_4809	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1751
1752	group_4789	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1752
1753	group_4786	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1753
1754	group_4784	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1754
1755	ychF	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1755
1756	meaB	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1756
1757	group_4780	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1757
1758	group_4776	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1758
1759	group_4760	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1759
1760	group_4751	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1760
1761	group_4750	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1761
1762	group_4730	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1762
1763	group_4712	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1763
1764	group_4701	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1764
1765	group_4695	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1765
1766	group_4692	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1766
1767	group_4691	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1767
1768	group_4690	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1768
1769	group_4686	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1769
1770	recA	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1770
1771	group_4676	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1771
1772	lysO	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1772
1773	group_4667	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1773
1774	group_4664	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1774
1775	group_4648	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1775
1776	group_4623	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1776
1777	group_4620	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1777
1778	group_4616	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1778
1779	group_4612	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1779
1780	group_4595	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1780
1781	group_4569	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1781
1782	group_4563	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1782
1783	group_4562	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1783
1784	group_4560	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1784
1785	group_4540	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1785
1786	group_4539	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1786
1787	group_4537	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1787
1788	group_4536	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1788
1789	group_4525	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1789
1790	group_4519	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1790
1791	group_4514	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1791
1792	nhaC	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1792
1793	exbD	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1793
1794	group_4491	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1794
1795	group_4485	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1795
1796	group_4482	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1796
1797	corA	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1797
1798	group_4477	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1798
1799	group_4476	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1799
1800	group_4474	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1800
1801	group_4471	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1801
1802	group_4456	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1802
1803	yheS	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1803
1804	group_4446	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1804
1805	group_4438	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1805
1806	group_4434	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1806
1807	group_4420	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1807
1808	group_4418	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1808
1809	group_4416	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1809
1810	group_4414	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1810
1811	group_4411	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1811
1812	group_4409	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1812
1813	group_4405	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1813
1814	group_4403	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1814
1815	group_4395	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1815
1816	group_4392	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1816
1817	group_4382	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1817
1818	group_4373	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1818
1819	group_4372	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1819
1820	group_4371	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1820
1821	group_4369	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1821
1822	group_4365	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1822
1823	group_4359	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1823
1824	group_4358	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1824
1825	group_4354	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1825
1826	group_4347	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1826
1827	kdpC	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1827
1828	group_4342	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1828
1829	group_4335	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1829
1830	group_4326	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1830
1831	group_4325	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1831
1832	group_4320	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1832
1833	group_4319	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1833
1834	group_4299	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1834
1835	group_4297	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1835
1836	dprA	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1836
1837	group_4287	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1837
1838	group_4284	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1838
1839	group_4280	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1839
1840	group_4268	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1840
1841	group_4267	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1841
1842	ribD	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1842
1843	group_4253	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1843
1844	group_4252	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1844
1845	group_4243	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1845
1846	group_4242	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1846
1847	group_4241	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1847
1848	group_4240	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1848
1849	group_4233	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1849
1850	ybaN	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1850
1851	group_4214	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1851
1852	group_4207	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1852
1853	group_4201	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1853
1854	group_4191	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1854
1855	group_4189	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1855
1856	group_4169	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1856
1857	group_4156	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1857
1858	group_4155	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1858
1859	group_4149	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1859
1860	group_4146	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1860
1861	group_4135	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1861
1862	group_4129	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1862
1863	group_4092	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1863
1864	group_4091	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1864
1865	recF	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1865
1866	group_4086	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1866
1867	group_4082	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1867
1868	group_4079	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1868
1869	group_4078	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1869
1870	group_4066	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1870
1871	mntP	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1871
1872	group_4062	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1872
1873	group_4054	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1873
1874	group_4035	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1874
1875	group_4025	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1875
1876	group_4022	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1876
1877	group_4021	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1877
1878	group_4020	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1878
1879	group_4016	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1879
1880	group_3992	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1880
1881	group_3987	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1881
1882	group_3986	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1882
1883	ygjK	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1883
1884	group_3978	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1884
1885	group_3975	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1885
1886	group_3971	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1886
1887	group_3967	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1887
1888	group_3961	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1888
1889	group_3955	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1889
1890	group_3948	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1890
1891	group_3927	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1891
1892	group_3925	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1892
1893	group_3922	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1893
1894	group_3916	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1894
1895	group_3909	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1895
1896	group_3898	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1896
1897	group_3895	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1897
1898	group_3891	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1898
1899	surE	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1899
1900	group_3889	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1900
1901	group_3888	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1901
1902	group_3887	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1902
1903	group_3882	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1903
1904	group_3878	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1904
1905	group_3867	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1905
1906	group_3859	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1906
1907	raiA	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1907
1908	nusG	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1908
1909	group_3843	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1909
1910	group_3826	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1910
1911	group_3825	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1911
1912	group_3824	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1912
1913	group_3811	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1913
1914	group_3804	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1914
1915	group_3800	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1915
1916	group_3798	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1916
1917	group_3794	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1917
1918	frrB	/Users/sanchezh/Desktop/tombombadil/TOMBOMBADIL1918
